incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause
INC10970,High latency in application,Network,High,In Progress,CI-619B8270,CRQ965316,Updated routing table,"timeout, dns, firewall",2025-03-16,Change
INC10971,Authentication failed for multiple users,Database,High,Resolved,CI-1A411B1F,CRQ927465,Cleared DNS cache,"timeout, firewall, latency",2025-02-24,Unknown
INC10972,Authentication failed for multiple users,Performance,Medium,Resolved,CI-6FD9D455,CRQ944068,Reconfigured firewall rules,"latency, crash, router",2025-03-14,Change
INC10973,Database connection issues,Connectivity,Medium,Open,CI-291C7AF7,CRQ969652,Whitelisted IP range,"latency, crash, db",2025-03-15,Infra Issue
INC10974,Packet loss observed,Performance,Medium,Resolved,CI-5B8CC68D,CRQ951762,Whitelisted IP range,"dns, firewall, timeout",2025-02-23,Network Glitch
INC10975,System rebooted unexpectedly,Performance,High,Open,CI-565AF07B,CRQ984870,,"router, dns, firewall",2025-02-26,Unknown
INC10976,Authentication failed for multiple users,Connectivity,Medium,Resolved,CI-CD8722F4,CRQ995390,,"crash, router, latency",2025-03-05,Change
INC10977,High latency in application,Performance,High,Resolved,CI-6E4827E0,CRQ941898,Updated routing table,"auth, crash, router",2025-03-21,Infra Issue
INC10978,High latency in application,Network,Low,Resolved,CI-78D7E4EB,CRQ970129,Updated routing table,"dns, crash, firewall",2025-03-07,Change
INC10979,Service timeout in EU region,Performance,Medium,Open,CI-DE8D4597,CRQ959789,Reconfigured firewall rules,"timeout, db, firewall",2025-03-09,Unknown
INC10980,System rebooted unexpectedly,Connectivity,High,Open,CI-85009BE0,CRQ969420,Reconfigured firewall rules,"latency, firewall, auth",2025-02-28,Change
INC10981,Unable to access service,Database,High,Resolved,CI-8BD96E5A,CRQ929618,,"db, auth, crash",2025-03-06,Unknown
INC10982,Application not responding,Performance,Low,In Progress,CI-E7221F06,CRQ950007,,"firewall, dns, timeout",2025-03-15,Network Glitch
INC10983,Firewall blocking outgoing traffic,Performance,Low,Resolved,CI-1E16354D,CRQ911141,Updated routing table,"auth, db, timeout",2025-02-25,Network Glitch
INC10984,DNS lookup failed,Performance,Low,In Progress,CI-E7221F06,CRQ913191,Cleared DNS cache,"router, timeout, crash",2025-03-09,Change
INC10985,Database connection issues,Performance,Low,Open,CI-D58CFB9A,CRQ959933,Cleared DNS cache,"firewall, latency, db",2025-03-02,Change
INC10986,Unable to access service,Performance,Low,In Progress,CI-291C7AF7,CRQ974921,,"auth, timeout, router",2025-03-20,Change
INC10987,DNS lookup failed,Authentication,Low,Resolved,CI-53B556DA,CRQ999999,Updated routing table,"crash, db, firewall",2025-02-27,Change
INC10988,High latency in application,Network,Medium,In Progress,CI-A0FA0F7E,CRQ959956,Whitelisted IP range,"auth, dns, db",2025-03-02,Network Glitch
INC10989,Unable to access service,Authentication,Low,Open,CI-064526BF,CRQ936380,Reconfigured firewall rules,"firewall, auth, timeout",2025-03-13,Unknown
INC10990,Unable to access service,Network,Low,Resolved,CI-05BB57B3,CRQ978716,Reconfigured firewall rules,"crash, db, timeout",2025-03-01,Infra Issue
INC10991,Database connection issues,Network,High,Resolved,CI-1BF32CB7,CRQ996060,Updated routing table,"auth, latency, dns",2025-03-07,Unknown
INC10992,Firewall blocking outgoing traffic,Authentication,Low,Resolved,CI-C3AEAC79,CRQ989911,Restarted service,"crash, router, dns",2025-02-28,Change
INC10993,Service timeout in EU region,Connectivity,Medium,In Progress,CI-1BF32CB7,CRQ906374,Restarted service,"dns, crash, latency",2025-03-20,Change
INC10994,Service timeout in EU region,Connectivity,Low,In Progress,CI-6CA0F946,CRQ946660,Cleared DNS cache,"crash, dns, router",2025-03-15,Change
INC10995,High latency in application,Performance,Low,Resolved,CI-F7FDC10D,CRQ911141,Reconfigured firewall rules,"db, router, firewall",2025-02-25,Manual Error
INC10996,DNS lookup failed,Network,Medium,Resolved,CI-565AF07B,CRQ950411,Cleared DNS cache,"timeout, auth, router",2025-02-19,Network Glitch
INC10997,Unable to access service,Connectivity,High,Open,CI-34393CCA,CRQ927640,Cleared DNS cache,"timeout, db, auth",2025-03-06,Change
INC10998,Authentication failed for multiple users,Network,Medium,Resolved,CI-260F39A7,CRQ945482,Restarted service,"firewall, db, router",2025-03-19,Unknown
INC10999,System rebooted unexpectedly,Authentication,Low,Open,CI-8BD96E5A,CRQ969652,Updated routing table,"auth, latency, crash",2025-03-16,Network Glitch
